Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December,January_Suppressed,February_Suppressed,March_Suppressed,April_Suppressed,May_Suppressed,June_Suppressed,July_Suppressed,August_Suppressed,September_Suppressed,October_Suppressed,November_Suppressed,December_Suppressed
General First Unit of Quantity,21039020,Sauces derived or prepared from fish,2022,kilograms,2597408.00,3033342.00,3010814.00,2981205.00,2978948.00,2199122.00,1771306.00,1720997.00,1247650.00,1212962.00,1013802.00,1372109.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21039040,Nonalcoholic preparations of yeast extract (other than sauces),2022,kilograms,86754.00,99395.00,135612.00,98288.00,54213.00,193072.00,61195.00,179245.00,281149.00,425975.00,85083.00,84437.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21039074,"Mixed condiments and mixed seasonings (described in add US note 3 to Ch. 21), subject to add. US note 8(a) to Ch.17, not GN15",2022,kilograms,111346.00,148431.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28660.00,50355.00,56755.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21039078,"Mixed condiments and mixed seasonings (described in add US note 3 to Ch. 21), not subject to gen note 15 or add. US note 8(a) to Ch.17",2022,kilograms,107562.00,127739.00,435103.00,329373.00,335611.00,214827.00,180958.00,211413.00,171486.00,129004.00,126171.00,14660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21039080,"Mixed condiments and mixed seasonings, not described in add US note 3 to Ch. 21",2022,kilograms,6300693.00,6617689.00,7900944.00,7973125.00,8079452.00,7475835.00,7316497.00,7316187.00,6822760.00,7017642.00,6893318.00,6937966.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21039090,"Sauces and preparations therefor, neosi",2022,kilograms,60156864.00,47700636.00,58992000.00,61154195.00,60499321.00,72095205.00,62429319.00,49895956.00,44676278.00,60025095.00,46804324.00,45944572.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21041000,Soups and broths and preparations therefor,2022,kilograms,17976842.00,18086487.00,19704595.00,16011370.00,17770560.00,18307083.00,18361080.00,22441349.00,21719963.00,17654919.00,23398580.00,22751942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21042010,Homogenized composite food preps put up for retail sale for infants or for dietectic purposes,2022,kilograms,582305.00,643965.00,1073524.00,1190425.00,948396.00,1150242.00,1202840.00,947257.00,1073126.00,862768.00,979023.00,1141707.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21042050,Homogenized composite food preps put up for retail sale for young children,2022,kilograms,36876.00,22051.00,21751.00,27799.00,162665.00,89184.00,82199.00,338980.00,110421.00,53453.00,70555.00,265894.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050010,"Ice cream, whether or not w/cocoa, subject to add. US note 5 to Ch. 21, not GN15",2022,kilograms,219905.00,176938.00,374370.00,362763.00,423892.00,1354885.00,689937.00,36111.00,29285.00,43047.00,20454.00,41732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050020,"Ice cream, whether or not containing cocoa, not subject to gen note 15 or add. US note 5 to Ch.21",2022,kilograms,87192.00,262840.00,726003.00,466039.00,305892.00,94265.00,1066160.00,686376.00,806592.00,577547.00,678617.00,1363209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050030,"Edible ice (dairy prod. described in add US note 1 to Ch. 4), subject to add US note 10 to Ch. 4, not GN15",2022,kilograms,1403947.00,278136.00,135819.00,14561.00,0.00,0.00,0.00,4637.00,2800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050040,"Edible ice except ice cream, dairy products described in add'l U.S. note 1 to chap. 4, nesoi",2022,kilograms,531309.00,2448010.00,3147453.00,2668330.00,2612995.00,2686486.00,2313089.00,2450516.00,2306253.00,3092719.00,2380847.00,2444483.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050050,"Edible ice, except ice cream, not described in add US note 1 to Ch. 4, nesoi",2022,kilograms,3627795.00,2936662.00,5027059.00,5238206.00,7278044.00,5690641.00,4959105.00,3721044.00,3051589.00,2477713.00,2000289.00,1902468.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21061000,Protein concentrates and textured protein substances,2022,kilograms,5406423.00,4565519.00,6294833.00,7180687.00,6852120.00,5992770.00,6444608.00,5160517.00,6061646.00,6091233.00,4810009.00,4501868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069009,"Food preps, nesoi, n/o 5.5% b'fat, mixed w/other ingredi., if o/16% milk solids by wt, capable of being further proc, bulk, nesoi, not GN15",2022,kilograms,125295.00,17681.00,43122.00,27592.00,40402.00,32379.00,50954.00,20948.00,41722.00,79961.00,6312.00,81004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069012,"Compound alcoholic preparations of a kind used for the manufacture of beverages, over 20% weight alcohol but not over 0.5% vol alcohol",2022,kilograms,1540101.00,661550.00,1053406.00,205640.00,239096.00,11684.00,101.00,30496.00,7698.00,10718.00,10696.00,9142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069015,"Compound alcoholic preparations used in the manufacture of beverages, cont. over 20% not over 50% of alcohol by weight",2022,kilograms,244148.00,0.00,500602.00,163504.00,82866.00,164184.00,327576.00,410156.00,365122.00,406440.00,504204.00,144669.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069018,"Compound alcoholic preparations of a kind used for the manufacture of beverages, containing over 50% of alcohol by weight",2022,kilograms,260199.00,343598.00,433794.00,388869.00,312399.00,361140.00,290483.00,408050.00,266899.00,206076.00,242131.00,178485.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069024,"Butter substitutes o/10% by wt of milk solids, o/45% butterfat, subject to add US note 14 to Ch.4, not GN15",2022,kilograms,190421.00,55644.00,292451.00,251736.00,1192561.00,891752.00,649095.00,863274.00,896186.00,1179560.00,701750.00,623134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069026,"Butter substitutes o/10% by wt of milk solids, o/45% butterfat, not subject to gen note 15 or add US note 14 to Ch.4",2022,kilograms,23043.00,29063.00,152747.00,113166.00,109872.00,82978.00,92756.00,110047.00,177866.00,172814.00,78704.00,203669.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069028,"Butter substitutes o/10% by wt of milk solids, n/o 45% butterfat, neosi",2022,kilograms,26229.00,59501.00,86781.00,22440.00,98546.00,63357.00,94089.00,110503.00,70040.00,66294.00,155387.00,113827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069038,"Butter substitutes n/o 10% by wt of milk solids, n/o 45% butterfat, neosi",2022,kilograms,0.00,0.00,215995.00,17092.00,30684.00,76159.00,0.00,140225.00,169469.00,0.00,45326.00,229011.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069039,Artificially sweetened cough drops,2022,kilograms,327470.00,221281.00,337810.00,446120.00,373209.00,381085.00,335230.00,281138.00,200094.00,130629.00,443682.00,357012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069046,"Syrups from cane/beet sugar, neosi, w/added coloring but not added flavoring, not subject to gen note 15 or add US note 5 to Ch. 17",2022,kilograms,28232.00,46909.00,22971.00,37169.00,28282.00,21961.00,15061.00,70751.00,56635.00,63574.00,27133.00,57523.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069048,"Orange juice, fortified with vitamins or minerals",2022,liters,0.00,16035.00,4542.00,6965.00,8233.00,2423.00,13307.00,60840.00,906.00,7053.00,8480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069052,"Juice of any single fruit or vegetables juices (o/t orange), concentrated, fortified with vitamins or minerals",2022,liters,13024.00,0.00,11676.00,4846.00,17869.00,32332.00,7420.00,21653.00,3256.00,8415.00,3029.00,9690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069054,"Mixtures of fruit or vegetable juices, fortified with vitamins or minerals, nesoi, mixtures of juices in concentrated form",2022,liters,29302.00,33861.00,75167.00,35815.00,21227.00,163449.00,39722.00,27349.00,86598.00,22141.00,27346.00,7163.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069058,"Food preparations of gelatin, neosi",2022,kilograms,1475270.00,2269249.00,1982149.00,1893984.00,2356415.00,2342182.00,2024886.00,1961623.00,1373326.00,1795754.00,1390688.00,1101778.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069064,"Food preps, nesoi, o/10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: subject to add US note 10 to Ch.4, not GN15",2022,kilograms,0.00,5624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069066,"Food preps, nesoi, o/10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: not subject to Ch4 US note 10, not GN15",2022,kilograms,7260.00,31500.00,27892.00,6377.00,29239.00,9830.00,15689.00,9165.00,3611.00,15081.00,2236.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069072,"Blended syrups, neosi, o/10% milk solids, descr. in add US note 4 to Ch 17: not subject to add US note 9 to Ch. 17, not GN15",2022,kilograms,0.00,8464.00,381.00,0.00,1238.00,0.00,0.00,0.00,0.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069076,"Food preps, nesoi, o/10% milk solids, o/65% sugar, descr. in add US note 2 to Ch.17, not subject to add US note 7 to Ch. 17, not GN15",2022,kilograms,0.00,0.00,24101.00,3532.00,39702.00,0.00,944.00,0.00,20709.00,1269.00,19800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069078,"Food preps, nesoi, o/10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, subject to add US note 8 to Ch. 17, not GN15",2022,kilograms,3696.00,36700.00,0.00,0.00,0.00,718.00,0.00,0.00,0.00,169.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069080,"Food preps, nesoi, o/10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, not subject to add US note 8 to Ch. 17, not GN15",2022,kilograms,13188.00,40551.00,107621.00,58359.00,42878.00,12486.00,148563.00,417973.00,90335.00,279197.00,216782.00,278824.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069082,"Food preps, nesoi, o/10% milk solids, neosi",2022,kilograms,827774.00,1399514.00,1364342.00,1453672.00,1244469.00,1289542.00,1638933.00,1102395.00,1195515.00,1326557.00,1303649.00,1543916.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069083,"Food preps, nesoi, n/o 10% by wt of milk solids, subject to gen. note 15 of the HTS",2022,kilograms,5407.00,0.00,5800000.00,0.00,7250000.00,0.00,0.00,2070.00,14449.00,14673.00,4367966.00,17584.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069087,"Food preps, nesoi, n/o 10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: n/subject to add US note 10 to Ch. 4, n/GN15",2022,kilograms,0.00,1528.00,424.00,0.00,52.00,0.00,0.00,0.00,0.00,200.00,2371.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069091,"Blended syrups, neosi, n/o/10% milk solids, descr. in add US note 4 to Ch 17: not subject to add US note 9 to Ch. 17, not GN15",2022,kilograms,117861.00,125764.00,195750.00,166594.00,167532.00,179019.00,166204.00,115374.00,145298.00,141414.00,57296.00,26586.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069094,"Food preps, nesoi, n/o 10% milk solids, o/65% sugar, descr. in add US note 2 to Ch.17, not subject to add US note 7 to Ch. 17, not GN15",2022,kilograms,395786.00,275553.00,451366.00,375630.00,291188.00,326478.00,217507.00,255101.00,292515.00,327181.00,348932.00,535572.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069095,"Food preps, nesoi, n/o 10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, subject to add US note 8 to Ch. 17, not GN15",2022,kilograms,32582.00,10408.00,238990.00,39900.00,359608.00,422833.00,217924.00,526878.00,192893.00,974598.00,1603520.00,1853263.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069097,"Food preps, nesoi, n/o 10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, not subject to add US note 8 to Ch. 17, not GN15",2022,kilograms,1018817.00,1404408.00,1460913.00,1235594.00,1453517.00,1700384.00,1195195.00,2159693.00,1562321.00,1494053.00,1084597.00,1061596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069099,"Other food preps nesoi, incl preps for the manufacture of beverages, non-dairy coffee whiteners, herbal teas and flavored honey",2022,kilograms,51964834.00,47443134.00,67042946.00,66213988.00,71823220.00,68550085.00,58199606.00,62872153.00,56011431.00,55109562.00,56588736.00,55951473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22011000,"Mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored",2022,liters,68672466.00,63809242.00,80162392.00,69282438.00,70510340.00,74882909.00,72494126.00,70342011.00,54703716.00,79645442.00,64004678.00,66931280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22019000,"Waters (incl. ice, snow and steam), ot/than mineral waters or aerated waters, not cont. added sugar or other sweetening matter nor flavored",2022,metric tons,74584.00,49357.00,47767.00,54793.00,44637.00,53969.00,39992.00,59842.00,91920.00,47302.00,43105.00,41048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22021000,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored",2022,liters,116829670.00,115632288.00,152182965.00,137157316.00,136705096.00,124628625.00,115856007.00,113344806.00,109198388.00,117378598.00,114528833.00,116980000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029100,Nonalcoholic beer,2022,liters,3538730.00,3390765.00,4265208.00,3907368.00,4929048.00,4754741.00,3307514.00,4216036.00,4294599.00,3768129.00,2834088.00,4419482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029910,Chocolate milk drink,2022,liters,60444.00,80330.00,162720.00,73244.00,103456.00,120845.00,521506.00,152867.00,332851.00,1324215.00,1725967.00,1176767.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029924,"Milk-based drinks described in additional US note 10 to chapter 4 and entered pursuant to its provisions, nonalcoholic, nesoi",2022,liters,564303.00,302993.00,18857.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029928,"Milk-based drinks, nonalcoholic, nesoi",2022,liters,329637.00,202161.00,871638.00,893426.00,1102999.00,768124.00,634832.00,728908.00,399481.00,362971.00,475205.00,568164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029930,"Orange juice, fortified with vitamins or minerals not made from a juice having a degree of concentration of >=1.5",2022,liters,90.00,11366.00,122563.00,4689.00,50594.00,4404.00,306806.00,123489.00,4419.00,4742.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029935,"Orange juice fortified with vitamins or minerals, nesoi",2022,liters,363817.00,527366.00,637283.00,414341.00,1025065.00,839894.00,346091.00,881714.00,410489.00,563791.00,532448.00,1175163.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029936,"Juice of any single fruit or vegetable (except orange juice) fortified with vitamins or minerals, in nonconcentrated form",2022,liters,11555778.00,6583503.00,10286136.00,6663586.00,15312803.00,16146435.00,10373221.00,12377508.00,12315275.00,11851510.00,8891420.00,12399320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029937,"Fruit or vegetable juices, fortified with vitamins or minerals, mixtures of juices in non-concentrated form",2022,liters,482226.00,361047.00,654459.00,174316.00,343596.00,740415.00,903760.00,870505.00,738385.00,269119.00,290469.00,598174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029991,"Nonalcoholic beverages, nesoi, excluding fruit or vegetable juices of heading 2009",2022,liters,77490148.00,54695224.00,74904056.00,71943622.00,81998556.00,86492567.00,74933812.00,77528095.00,71900130.00,66302892.00,57391978.00,54195019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22030000,Beer made from malt,2022,liters,355162100.00,344561516.00,415722408.00,416597732.00,413157770.00,433094727.00,422234971.00,435145384.00,428494342.00,389055377.00,345617483.00,366762196.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22041000,"Sparkling wine, made from grapes",2022,liters,13399745.00,10684039.00,15014426.00,16668029.00,15538389.00,20358475.00,17308948.00,22117288.00,15619673.00,24063214.00,19323303.00,15862037.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042120,"Effervescent grape wine, in containers holding 2 liters or less",2022,liters,279089.00,82171.00,102835.00,121788.00,187733.00,172990.00,467315.00,102140.00,104648.00,429971.00,272507.00,271961.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042130,"Tokay wine (not carbonated) not over 14% alcohol, in containers not over 2 liters",2022,liters,0.00,9880.00,0.00,9170.00,21369.00,0.00,15.00,12971.00,0.00,0.00,9.00,8519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042150,"Wine other than Tokay (not carbonated), not over 14% alcohol, in containers not over 2 liters",2022,liters,52766734.00,39259487.00,50640732.00,54108455.00,58910969.00,66674485.00,58824053.00,69805083.00,50269120.00,60898600.00,53710839.00,52465372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042160,"Marsala wine, over 14% vol. alcohol, in containers holding 2 liters or less",2022,liters,139276.00,147102.00,96360.00,169451.00,85384.00,186282.00,90756.00,228089.00,79635.00,88443.00,78051.00,133470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042180,"Grape wine, other than Marsala, not sparkling or effervescent, over 14% vol. alcohol, in containers holding 2 liters or less",2022,liters,4481274.00,3734876.00,5111871.00,4056616.00,5611288.00,6338261.00,5099208.00,6555092.00,5208970.00,5623493.00,4890829.00,3418266.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042220,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume <=14% in containers holding over 2 liters but not over 4 liters",2022,liters,449390.00,593521.00,651381.00,541388.00,598160.00,822948.00,656926.00,611103.00,574378.00,616560.00,667407.00,616791.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042240,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume >14% in containers holding over 2 liters but not over 4 liters",2022,liters,8761.00,7394.00,3838.00,24733.00,7977.00,17033.00,5480.00,4968.00,11586.00,10842.00,12785.00,5469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042260,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume <=14% in containers holding over 4 liters but not over 10 liters",2022,liters,97467.00,53533.00,33832.00,75996.00,111606.00,64053.00,78077.00,47671.00,26132.00,103499.00,83953.00,140275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042280,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume >14% in containerss holding over 4 liters but not over 10 liters",2022,liters,44118.00,44330.00,77887.00,63991.00,44151.00,66832.00,36218.00,95805.00,22186.00,39353.00,52987.00,44048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042961,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume <=14% in containers holding >10 liters",2022,liters,26017095.00,17277357.00,18803158.00,30038303.00,18230138.00,22212593.00,17702698.00,24369848.00,9813354.00,14694230.00,30232202.00,27289381.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042981,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume >14% in containers holding >10 liters",2022,liters,16606833.00,16722375.00,20267730.00,18920189.00,18396408.00,18081665.00,20527907.00,19185600.00,20650773.00,22841626.00,19769369.00,18179974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22043000,"Grape must, nesoi, in fermentation or with fermentation arrested otherwise than by addition of alcohol",2022,liters,0.00,0.00,0.00,225.00,0.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22051030,Vermouth in containers holding 2 liters or less,2022,liters,646678.00,598068.00,964113.00,904116.00,680263.00,843446.00,803160.00,972036.00,633432.00,809501.00,826455.00,873152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22051060,"Wine of fresh grapes flavored with plants or aromatic substances, other than vermouth, in containers holding 2 liters or less",2022,liters,1556967.00,2937096.00,4311241.00,3885633.00,4145060.00,3605365.00,3043832.00,3716455.00,2726603.00,2792075.00,1868347.00,1593295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22059020,Vermouth in containers each holding over 2 liters but not over 4 liters,2022,liters,0.00,0.00,9990.00,90.00,0.00,617.00,135.00,410.00,270.00,810.00,99.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22059040,Vermouth in containers each holding over 4 liters,2022,liters,51135.00,5916.00,101575.00,0.00,17140.00,12072.00,5988.00,8430.00,11328.00,0.00,29962.00,12276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22059060,"Wine of fresh grapes flavored with plants or aromatic substances, other than vermouth, in containers holding over 2 liters",2022,liters,3687.00,4680.00,35460.00,42834.00,29700.00,47640.00,112077.00,9060.00,54621.00,34020.00,43560.00,20700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060015,"Cider, fermented, whether still or sparkling",2022,liters,592278.00,646052.00,966929.00,1632952.00,753512.00,1406568.00,934389.00,1329585.00,1444604.00,1344094.00,1192710.00,1162162.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060030,Prune wine,2022,liters,19621.00,17097.00,0.00,0.00,0.00,0.00,52097.00,0.00,0.00,1512.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060045,Rice wine or sake,2022,liters,1219238.00,1103824.00,1257336.00,1376221.00,1457200.00,1309685.00,1214870.00,1352233.00,1040566.00,1042153.00,1083556.00,879606.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060060,"Effervescent wine, nesoi",2022,liters,52515.00,216322.00,154160.00,250964.00,146639.00,252006.00,308478.00,275233.00,155452.00,353490.00,74873.00,94062.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060090,"Fermented beverages (other than grape wine, beer, cider, prune wine, sake, vermouth, or other effervescent wines)",2022,liters,10712372.00,12771327.00,12088771.00,14531190.00,11444010.00,14097772.00,10853681.00,11645498.00,10901286.00,11378221.00,11538415.00,10013285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22071030,"Undenatured ethyl alcohol of 80 percent vol. alcohol or higher, for beverage purposes",2022,proof liters,15569603.00,9684045.00,33101946.00,2036783.00,1524150.00,17718383.00,4244682.00,13206127.00,7249168.00,23075850.00,2864342.00,12955349.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
