Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December,January_Suppressed,February_Suppressed,March_Suppressed,April_Suppressed,May_Suppressed,June_Suppressed,July_Suppressed,August_Suppressed,September_Suppressed,October_Suppressed,November_Suppressed,December_Suppressed
General First Unit of Quantity,29332100,Hydantoin and its derivatives,2025,kilograms,179729.00,168892.00,160171.00,51252.00,109589.00,104341.00,66425.00,188350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29332905,1-[1-((4-Chloro-2-(trifluoromethyl)phenyl)imino)-2-propoxyethyl]-1H-imidazole (triflumizole); and ethylene thiourea,2025,kilograms,18950.00,0.00,10500.00,25460.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29332910,2-Phenylimidazole,2025,kilograms,2400.00,801.00,6779.00,200.00,6114.00,4843.00,2024.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29332920,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only cont. an unfused imidazole ring,2025,kilograms,2274.00,3109.00,4709.00,4280.00,6001.00,3662.00,4473.00,1949.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29332935,Aromatic or mod. aromatic goods in add US note 3 to sect VI containing an unfused imidazole ring (whether or n/hydrogenated) in structure,2025,kilograms,12310.00,10535.00,29665.00,5369.00,18049.00,10182.00,9341.00,12127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29332943,Aromatic or mod aromatic goods contng unfused imidazole ring (whether or n/hydrogenated) in the structure (exc prod in add US note 3 sec VI),2025,kilograms,37693.00,26507.00,10815.00,18093.00,17665.00,10522.00,29862.00,4774.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29332945,"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused imidazole ring, nesoi",2025,kilograms,3957.00,4943.00,2101.00,361.00,3078.00,503407.00,80001.00,4063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29332960,Imidazole,2025,kilograms,68922.00,52500.00,32062.00,41426.00,52437.00,67076.00,98356.00,63328.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29332990,"Other compounds (excluding drugs, aromatic and modified aromatic compounds) containing an unfused imidazole ring (whether or n/hydrogenated)",2025,kilograms,165685.00,167460.00,235816.00,216657.00,152404.00,152869.00,133056.00,270539.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333100,Pyridine and its salts,2025,kilograms,156077.00,337277.00,463053.00,404033.00,356957.00,297637.00,273112.00,467588.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333210,Piperidine,2025,kilograms,330.00,2040.00,0.00,14130.00,3133.00,14847.00,8036.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333250,Piperidine salts,2025,kilograms,0.00,18511.00,0.00,18771.00,471.00,20860.00,186.00,103.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333301,"Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), and other specified INNs; salts thereof",2025,kilograms,1.00,0.00,2300.00,15.00,1.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333400,"Other fentanyls and their derivatives, containing an unfused pyrazole ring",2025,kilograms,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333500,3-Quinuclidinol,2025,kilograms,0.00,0.00,0.00,0.00,1.00,0.00,22.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333700,N-Phenethyl-4-piperidone (NPP),2025,kilograms,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333908,"1-(3-Sulfapropyl)pryidinium hydroxide; N,N-bis(2,2,6,6-tetramethyl-4-piperidinyl)-1,6-hexanediamine; and 5 other specified chemicals",2025,kilograms,156640.00,62050.00,108223.00,408191.00,291976.00,227800.00,158478.00,91300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333910,"Collidines, lutidines and picolines",2025,kilograms,882218.00,24760.00,166708.00,84182.00,500.00,3386.00,6240.00,40140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333920,"p-Chloro-2-benzylpyridine & other specified heterocyclic compounds, w nitrogen hetero-atom(s) only cont. an unfused pyridine ring",2025,kilograms,252663.00,150496.00,285061.00,531735.00,308965.00,128921.00,101506.00,251141.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333921,"Fungicides of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",2025,kilograms,212851.00,132689.00,347785.00,258447.00,169377.00,262274.00,193335.00,204704.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333923,o-Paraquat dichloride,2025,kilograms,3020489.00,2960078.00,2336899.00,538113.00,1158085.00,1939400.00,3680735.00,2700898.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333925,"Herbicides nesoi, of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",2025,kilograms,886780.00,753223.00,691570.00,1451348.00,846019.00,809092.00,887417.00,1022993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333927,"Pesticides nesoi, of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",2025,kilograms,1164531.00,548595.00,341430.00,389243.00,123601.00,210892.00,657372.00,503123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333931,"Psychotherapeutic agents of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring, nesoi",2025,kilograms,0.00,0.00,22.00,21.00,178.00,0.00,25.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333941,"Drugs containing an unfused pyridine ring (whether or not hydrogenated) in the structure, nesoi",2025,kilograms,102053.00,50194.00,62398.00,88160.00,70453.00,80055.00,76161.00,72148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333961,"Heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyridine ring, described in add. US note 3 to sec. VI",2025,kilograms,739013.00,435218.00,475997.00,482888.00,620031.00,464354.00,500682.00,489619.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29333992,"Heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyridine ring, nesoi",2025,kilograms,428071.00,130184.00,562971.00,641116.00,308353.00,485058.00,447376.00,492724.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334100,Levorphenol (INN) and its salts,2025,kilograms,5.00,0.00,0.00,6495.00,453.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334908,"4,7-Dichloroquinoline",2025,kilograms,0.00,0.00,0.00,240.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334910,"Ethoxyquin (1,2-Dihydro-6-ethoxy-2,2,4-trimethylquinoline)",2025,kilograms,258200.00,173928.00,64000.00,166000.00,65000.00,32000.00,101000.00,101600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334915,8-Methylquinoline and Isoquinoline,2025,kilograms,0.00,9600.00,0.00,0.00,0.00,0.00,8000.00,4110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334917,"Ethyl ethyl-6,7,8-trifluoro-1,4-dihydro-4-oxo-3-quinoline carboxylate",2025,kilograms,0.00,2400.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334920,5-Chloro-7-iodo-8-quinolinol (Iodochlorhydroxyquin); Decoquinate; Diiodohydroxyquin; and Oxyquinoline sulfate,2025,kilograms,0.00,0.00,0.00,0.00,9570.00,0.00,905.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334926,"Drugs containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) not further fused, nesoi",2025,kilograms,5679.00,4731.00,15512.00,16621.00,5298.00,7026.00,20569.00,9019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334930,"Pesticides of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. a quinoline or isoquinoline ring-system, not further fused",2025,kilograms,82900.00,58200.00,72000.00,36000.00,64000.00,51000.00,78000.00,102500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334960,"Products described in add. US note 3 to sec VI containing quinoline or isoquinoline ring-system (whether or n/hydrogenated), n/further fused",2025,kilograms,14927.00,3279.00,8909.00,4591.00,690.00,31070.00,20718.00,38979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29334970,"Heterocyclic compounds with nitrogen hetero-atom(s) only, containing a quinoline ring-system, not further fused, nesoi",2025,kilograms,8758.00,6390.00,16974.00,98034.00,39794.00,2787.00,63283.00,27901.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335210,Malonylurea (barbituric acid),2025,kilograms,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335290,Salts of barbituric acid,2025,kilograms,4148.00,0.00,4798.00,10623.00,2138.00,2856.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335300,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, and other specified INNs; salts thereof",2025,kilograms,6000.00,2844.00,5700.00,7102.00,3000.00,513.00,8437.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335400,Other derivatives of malonylurea (barbituric acid); salts thereof,2025,kilograms,1444.00,917.00,364.00,0.00,2321.00,694.00,1072.00,915.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335500,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof",2025,kilograms,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335910,"Aromatic or modified aromatic herbicides of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. a pyrimidine or piperazine ring",2025,kilograms,24500.00,0.00,42000.00,1620.00,126000.00,45000.00,0.00,147000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335915,"Aromatic or mod. aromatic pesticides nesoi, of heterocyclic compounds with nitrogen hetero-atom(s) only cont. pyrimidine or piperazine ring",2025,kilograms,535437.00,459309.00,657586.00,385981.00,433805.00,331675.00,534247.00,825138.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335918,"Nonaromatic pesticides of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. pyrimidine or piperazine ring, nesoi",2025,kilograms,20000.00,96058.00,0.00,5000.00,30001.00,6502.00,20002.00,10009.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335921,"Antihistamines, including those principally used as antinauseants",2025,kilograms,12044.00,3957.00,1600.00,303.00,2436.00,4532.00,6868.00,9473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335922,Nicarbazin and trimethoprim,2025,kilograms,0.00,2000.00,0.00,1845.00,21200.00,38000.00,19800.00,148025.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335936,"Anti-infective agents nesoi, of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. pyrimidine, piperazine ring",2025,kilograms,169709.00,208780.00,209406.00,12245.00,203473.00,101904.00,265116.00,171632.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335946,"Psychotherapeutic agents of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. pyrimidine or piperazine ring, nesoi",2025,kilograms,2394.00,5401.00,2956.00,10216.00,5510.00,3707.00,2224.00,1256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335953,Other aromatic or modified aromatic drugs containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure,2025,kilograms,13238.00,15496.00,30466.00,18329.00,10612.00,8947.00,8246.00,17811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335959,"Nonaromatic drugs of heterocyclic compounds nesoi, with nitrogen hetero-atom(s) only, cont. a pyrimidine or piperazine ring",2025,kilograms,13128.00,10858.00,7642.00,23376.00,15515.00,17201.00,22985.00,30586.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335970,"Aromatic heterocyclic compounds nesoi, with nitrogen hetero-atom(s) only, cont. pyrimidine or piperazine ring, in add. U.S. note 3, sec. VI",2025,kilograms,9563.00,3470.00,3654.00,2700.00,3065.00,5603.00,7747.00,2686.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335980,"Aromatic or modified aromatic heterocyclic compounds nesoi, with nitrogen hetero-atom(s) only, cont. pyrimidine or piperazine ring",2025,kilograms,7126.00,26.00,106.00,2609.00,2581.00,12686.00,69.00,9323.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335985,"2-Amino-4-chloro-6-methoxypyrimidine; 2-amino-4,6-dimethoxypyrimidine; and 6-methyluracil",2025,kilograms,75.00,4000.00,1.00,50.00,2475.00,2345.00,2277.00,2026.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29335995,Other (excluding aromatic or mod aromatic) compds containing pyrimidine ring (whether or n/hydrogenated) or piperazine ring in the structure,2025,kilograms,442579.00,343340.00,532303.00,593574.00,508965.00,344111.00,410500.00,338450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29336100,Melamine,2025,kilograms,1395952.00,1884892.00,1945236.00,1242492.00,1327064.00,1727313.00,1364322.00,807400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29336920,"2,4-Diamino-6-phenyl-1,3,5-triazine",2025,kilograms,102764.00,45674.00,103770.00,89259.00,105942.00,60.00,63424.00,31696.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29336950,Hexamethylenetetramine,2025,kilograms,213000.00,54000.00,131000.00,182110.00,422998.00,486000.00,221693.00,302000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29336960,Other compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure,2025,kilograms,12009290.00,8280780.00,13736149.00,10819276.00,11397938.00,8028733.00,7630798.00,9474841.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337100,6-Hexanelactam (epsilon-Caprolactam),2025,kilograms,225240.00,39400.00,212580.00,359060.00,123326.00,10000.00,130500.00,72000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337200,Clobazam (INN) and methyprylon (INN),2025,kilograms,61.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337904,"2,4-Dihydro-3,6-diphenylpyrrolo-(3,4-C)pyrrole-1,4-dione",2025,kilograms,0.00,2.00,0.00,0.00,0.00,451.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337908,Aromatic or modified aromatic lactams with nitrogen hetero-atoms only described in additional U.S. note 3 to section VI,2025,kilograms,42462.00,756.00,1522.00,21488.00,24240.00,907.00,1311.00,1802.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337915,"Aromatic or modified aromatic lactams, nesoi",2025,kilograms,35823.00,133174.00,30708.00,853.00,1501.00,29.00,11735.00,21738.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337920,N-Methyl-2-pyrrolidone; and 2-pyrrolidone,2025,kilograms,136282.00,92707.00,167949.00,249091.00,116824.00,175266.00,170524.00,105344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337930,"N-Vinyl-2-pyrrolidone, monomer",2025,kilograms,2363.00,2442.00,16922.00,219.00,12565.00,218.00,17144.00,299.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337940,12-Aminododecanoic acid lactam,2025,kilograms,458200.00,298800.00,337801.00,306000.00,279600.00,480000.00,240000.00,360000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29337985,"Aromatic or modified aromatic lactams with nitrogen hetero-atoms only, nesoi",2025,kilograms,112509.00,64858.00,188591.00,143108.00,186738.00,126170.00,106908.00,39633.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339100,"Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, and other specified INNs; salts thereof",2025,kilograms,629.00,2673.00,4249.00,64.00,3892.00,1763.00,1193.00,1964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339200,Azinphos-methyl,2025,kilograms,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339901,Butyl (R)-2-[4-(5-triflouromethyl-2-pyridinyloxy)phenoxy]propanoate,2025,kilograms,27577.00,664.00,20575.00,1673.00,547.00,29317.00,3830.00,10071.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339902,"2-[4-[(6-Chloro-2-quinoxalinyl)oxy]phenoxy]propionic acid, ethyl ester; and 1 other specified aromatic chemical",2025,kilograms,450.00,8500.00,2600.00,0.00,0.00,0.00,4500.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339905,Acridine and indole,2025,kilograms,40030.00,11247.00,11793.00,37192.00,5866.00,36176.00,5275.00,10118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339906,"alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-triazole-1-propanenitrile (Mycolbutanil); and one other specified aromatic chemical",2025,kilograms,9000.00,6480.00,1200.00,1000.00,0.00,0.00,0.00,13000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339908,"Acetoacetyl-5-aminobenzimidazolone; 1,3,3-Trimethyl-2-methyleneindoline; and two other specified aromatic chemicals",2025,kilograms,9401.00,9673.00,15949.00,26069.00,18160.00,18783.00,4190.00,7006.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339911,Carbazole,2025,kilograms,525.00,200.00,220.00,200.00,625.00,1150.00,725.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339912,"6-Bromo-5-methyl-1H-imidazo-(4,5-b)pyridine; 2-sec-butyl-4-tert-butyl-6-(benzotriazol-2-yl)phenol; 2-methylindoline; and other specific",2025,kilograms,133565.00,13016.00,154796.00,19336.00,6365.00,23154.00,21779.00,20530.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339916,"o-Diquat dibromide (1,1-Ethylene-2,2-dipyridylium dibromide)",2025,kilograms,509556.00,275470.00,654667.00,519985.00,371270.00,322140.00,307479.00,383650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339917,"Aromatic or modified aromatic insecticides with nitrogen hetero-atom(s) only, nesoi",2025,kilograms,16000.00,0.00,67751.00,127800.00,53000.00,38700.00,23150.00,16000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339922,"Other heterocyclic aromatic or modified aromatic pesticides with nitrogen hetero-atom(s) only, nesoi",2025,kilograms,762462.00,415322.00,515658.00,448292.00,808045.00,349186.00,648340.00,475807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339924,Aromatic or modified aromatic photographic chemicals with nitrogen hetero-atom(s) only,2025,kilograms,0.00,0.00,1440.00,0.00,0.00,1440.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339926,Aromatic or modified aromatic antihistamines of heterocyclic compounds with nitrogen hetero-atom(s) only,2025,kilograms,1.00,96.00,1.00,1.00,0.00,0.00,1013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339942,Acriflavin; Acriflavin hydrochloride; Carbadox; Pyrazinamide,2025,kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,29339946,"Aromatic or modified aromatic anti-infective agents of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",2025,kilograms,7065.00,7816.00,8207.00,5890.00,14449.00,3893.00,3775.00,1469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
