Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December,January_Suppressed,February_Suppressed,March_Suppressed,April_Suppressed,May_Suppressed,June_Suppressed,July_Suppressed,August_Suppressed,September_Suppressed,October_Suppressed,November_Suppressed,December_Suppressed
General First Unit of Quantity,21041000,Soups and broths and preparations therefor,2024,kilograms,21571751.00,22318664.00,22315732.00,21431520.00,20778245.00,21660824.00,24048573.00,25989681.00,24668798.00,32330640.00,32871426.00,25022109.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21042010,Homogenized composite food preps put up for retail sale for infants or for dietectic purposes,2024,kilograms,719294.00,781542.00,673165.00,670916.00,770718.00,972946.00,819469.00,775980.00,926382.00,623156.00,736035.00,498517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21042050,Homogenized composite food preps put up for retail sale for young children,2024,kilograms,270297.00,192312.00,210192.00,354270.00,428239.00,299451.00,322449.00,390521.00,330917.00,395573.00,382365.00,332274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050010,"Ice cream, whether or not w/cocoa, subject to add. US note 5 to Ch. 21, not GN15",2024,kilograms,217588.00,260385.00,493643.00,396177.00,666855.00,665636.00,570714.00,55070.00,7180.00,14372.00,5226.00,6802.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050020,"Ice cream, whether or not containing cocoa, not subject to gen note 15 or add. US note 5 to Ch.21",2024,kilograms,37232.00,32243.00,74589.00,86976.00,117057.00,323426.00,378637.00,1186726.00,767121.00,830408.00,937646.00,816721.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050030,"Edible ice (dairy prod. described in add US note 1 to Ch. 4), subject to add US note 10 to Ch. 4, not GN15",2024,kilograms,54458.00,19983.00,0.00,0.00,0.00,4557.00,0.00,1104.00,525.00,304.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050040,"Edible ice except ice cream, dairy products described in add'l U.S. note 1 to chap. 4, nesoi",2024,kilograms,570918.00,444299.00,1390038.00,1295194.00,1411797.00,1458551.00,1478160.00,1276693.00,737953.00,1148653.00,1201204.00,1152063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21050050,"Edible ice, except ice cream, not described in add US note 1 to Ch. 4, nesoi",2024,kilograms,4000022.00,3153923.00,5347488.00,5997396.00,6000869.00,4750359.00,4532409.00,4116123.00,3801097.00,3656291.00,4170680.00,3814162.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21061000,Protein concentrates and textured protein substances,2024,kilograms,2242381.00,1770875.00,1586975.00,2304593.00,2225569.00,2231736.00,2457476.00,2249239.00,2334241.00,2318193.00,2281959.00,2259395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069006,"Food preps, nesoi, n/o 5.5% bf, mixed w/other ingred. if o/16% milk solids capable of being further proc., subj. to Ch4 US nte 10, not GN15",2024,kilograms,2487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069009,"Food preps, nesoi, n/o 5.5% b'fat, mixed w/other ingredi., if o/16% milk solids by wt, capable of being further proc, bulk, nesoi, not GN15",2024,kilograms,47929.00,20108.00,71749.00,55057.00,170044.00,60937.00,123855.00,120385.00,49724.00,153661.00,144168.00,260976.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069012,"Compound alcoholic preparations of a kind used for the manufacture of beverages, over 20% weight alcohol but not over 0.5% vol alcohol",2024,kilograms,16042.00,8575.00,10347.00,38918.00,213633.00,28719.00,900.00,19250.00,11691.00,3271.00,5325.00,4800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069015,"Compound alcoholic preparations used in the manufacture of beverages, cont. over 20% not over 50% of alcohol by weight",2024,kilograms,209976.00,413286.00,164010.00,412263.00,82820.00,410637.00,164059.00,327034.00,202694.00,453627.00,305030.00,245955.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069018,"Compound alcoholic preparations of a kind used for the manufacture of beverages, containing over 50% of alcohol by weight",2024,kilograms,418813.00,348322.00,592632.00,469782.00,603785.00,587930.00,631505.00,572777.00,531394.00,295644.00,203313.00,238632.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069024,"Butter substitutes o/10% by wt of milk solids, o/45% butterfat, subject to add US note 14 to Ch.4, not GN15",2024,kilograms,0.00,298477.00,261741.00,616431.00,886810.00,1264818.00,2272065.00,1450453.00,1197849.00,1573846.00,109661.00,249755.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069026,"Butter substitutes o/10% by wt of milk solids, o/45% butterfat, not subject to gen note 15 or add US note 14 to Ch.4",2024,kilograms,150101.00,119530.00,97737.00,64459.00,186714.00,187228.00,60585.00,62379.00,123240.00,124896.00,83370.00,33478.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069028,"Butter substitutes o/10% by wt of milk solids, n/o 45% butterfat, neosi",2024,kilograms,33405.00,85784.00,63519.00,179229.00,92122.00,77352.00,163609.00,68385.00,136198.00,153089.00,170848.00,166708.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069036,"Butter substitutes n/o 10% by wt of milk solids, o/45% butterfat, not subject to gen note 15 or add US note 14 to Ch.4",2024,kilograms,0.00,0.00,0.00,0.00,0.00,136418.00,0.00,272836.00,137138.00,0.00,14547.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069038,"Butter substitutes n/o 10% by wt of milk solids, n/o 45% butterfat, neosi",2024,kilograms,0.00,68518.00,0.00,259328.00,0.00,192502.00,238415.00,500.00,113758.00,0.00,26447.00,69778.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069039,Artificially sweetened cough drops,2024,kilograms,416224.00,254958.00,391885.00,370170.00,415825.00,578791.00,385302.00,154163.00,161709.00,205521.00,442667.00,206205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069044,"Syrups from cane/beet sugar, neosi, w/added coloring but not added flavoring, subject to add US note 5 to Ch. 17, not GN15",2024,kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,0.00,725000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069046,"Syrups from cane/beet sugar, neosi, w/added coloring but not added flavoring, not subject to gen note 15 or add US note 5 to Ch. 17",2024,kilograms,44038.00,35257.00,16884.00,41399.00,48686.00,79856.00,49672.00,34561.00,25602.00,45621.00,29810.00,37473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069048,"Orange juice, fortified with vitamins or minerals",2024,liters,50779.00,0.00,1877.00,360.00,0.00,3672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069052,"Juice of any single fruit or vegetables juices (o/t orange), concentrated, fortified with vitamins or minerals",2024,liters,0.00,2604.00,0.00,0.00,3255.00,13620.00,45.00,3255.00,0.00,2604.00,7161.00,3255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069054,"Mixtures of fruit or vegetable juices, fortified with vitamins or minerals, nesoi, mixtures of juices in concentrated form",2024,liters,14963.00,55400.00,69743.00,35805.00,60546.00,59700.00,28644.00,35154.00,31899.00,45247.00,66878.00,106167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069058,"Food preparations of gelatin, neosi",2024,kilograms,1589923.00,1489373.00,1844259.00,1869100.00,1840981.00,2105824.00,2069040.00,1769588.00,2023975.00,1707487.00,2108680.00,1830617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069064,"Food preps, nesoi, o/10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: subject to add US note 10 to Ch.4, not GN15",2024,kilograms,0.00,0.00,0.00,0.00,200000.00,1300000.00,0.00,80000.00,0.00,0.00,0.00,1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069066,"Food preps, nesoi, o/10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: not subject to Ch4 US note 10, not GN15",2024,kilograms,1391.00,800.00,11800.00,18225.00,4360.00,23346.00,3142.00,2904.00,23800.00,1800.00,1800.00,1533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069072,"Blended syrups, neosi, o/10% milk solids, descr. in add US note 4 to Ch 17: not subject to add US note 9 to Ch. 17, not GN15",2024,kilograms,0.00,250.00,1554.00,0.00,144.00,0.00,796.00,0.00,44.00,210.00,182.00,353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069076,"Food preps, nesoi, o/10% milk solids, o/65% sugar, descr. in add US note 2 to Ch.17, not subject to add US note 7 to Ch. 17, not GN15",2024,kilograms,0.00,9000.00,0.00,0.00,19800.00,0.00,0.00,0.00,0.00,0.00,19997.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069080,"Food preps, nesoi, o/10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, not subject to add US note 8 to Ch. 17, not GN15",2024,kilograms,94619.00,486013.00,99691.00,283624.00,310262.00,135362.00,406165.00,229638.00,410934.00,192267.00,310400.00,218766.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069082,"Food preps, nesoi, o/10% milk solids, neosi",2024,kilograms,1607619.00,1839988.00,1158549.00,1417947.00,1529728.00,1292406.00,1510988.00,1373388.00,1880685.00,2179657.00,1674364.00,1656329.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069083,"Food preps, nesoi, n/o 10% by wt of milk solids, subject to gen. note 15 of the HTS",2024,kilograms,7250000.00,0.00,11741.00,10917.00,8710964.00,4867.00,0.00,0.00,7889.00,5814000.00,43059.00,21307.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069087,"Food preps, nesoi, n/o 10% by wt of milk solids, dairy prods, descr. in add US note 1 to Ch.4: n/subject to add US note 10 to Ch. 4, n/GN15",2024,kilograms,87.00,0.00,0.00,0.00,45.00,0.00,0.00,105.00,0.00,103.00,386.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069091,"Blended syrups, neosi, n/o/10% milk solids, descr. in add US note 4 to Ch 17: not subject to add US note 9 to Ch. 17, not GN15",2024,kilograms,432140.00,348851.00,631340.00,757151.00,902724.00,469583.00,441672.00,869553.00,1269082.00,1060791.00,306748.00,476575.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069092,"Food preps, nesoi, n/o 10% milk solids, o/65% sugar, descr. in add US note 2 to Ch.17, subject to add US note 7 to Ch. 17, not GN15",2024,kilograms,42379.00,12687.00,0.00,0.00,0.00,0.00,0.00,1487.00,101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069094,"Food preps, nesoi, n/o 10% milk solids, o/65% sugar, descr. in add US note 2 to Ch.17, not subject to add US note 7 to Ch. 17, not GN15",2024,kilograms,304335.00,367852.00,278181.00,440180.00,275187.00,219926.00,280781.00,256957.00,220492.00,286853.00,276735.00,271540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069095,"Food preps, nesoi, n/o 10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, subject to add US note 8 to Ch. 17, not GN15",2024,kilograms,1007079.00,482579.00,321627.00,987807.00,692054.00,1117683.00,837198.00,1754093.00,3581152.00,1254959.00,403255.00,207281.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069097,"Food preps, nesoi, n/o 10% milk solids, o/10% sugar, descr. in add US note 3 to Ch.17, not subject to add US note 8 to Ch. 17, not GN15",2024,kilograms,1822710.00,1916927.00,2477923.00,1856970.00,2176933.00,2178233.00,2597480.00,1870806.00,1857577.00,1368850.00,1887803.00,2468755.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,21069099,"Other food preps nesoi, incl preps for the manufacture of beverages, non-dairy coffee whiteners, herbal teas and flavored honey",2024,kilograms,57648028.00,55651961.00,58244684.00,62946996.00,66263221.00,69726373.00,68135910.00,65918350.00,62836649.00,61538272.00,59404890.00,60509828.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22011000,"Mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored",2024,liters,62629400.00,68133058.00,77914931.00,79009705.00,75413061.00,65693001.00,78619477.00,73296829.00,68675871.00,84529909.00,75263180.00,75325806.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22019000,"Waters (incl. ice, snow and steam), ot/than mineral waters or aerated waters, not cont. added sugar or other sweetening matter nor flavored",2024,metric tons,28895.00,42145.00,37008.00,39356.00,29016.00,52684.00,41577.00,44096.00,33873.00,58960.00,43355.00,49137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22021000,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored",2024,liters,109993500.00,106837083.00,123009504.00,121263042.00,117790513.00,122190634.00,129336446.00,117114687.00,113087119.00,120089502.00,105229185.00,102902833.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029100,Nonalcoholic beer,2024,liters,5678927.00,5343638.00,5666561.00,6718947.00,6065081.00,3922949.00,6249582.00,4585374.00,6772701.00,6648531.00,6057320.00,5132919.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029910,Chocolate milk drink,2024,liters,1066421.00,661835.00,93533.00,110749.00,161626.00,49941.00,208137.00,118057.00,187294.00,162643.00,118304.00,141070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029924,"Milk-based drinks described in additional US note 10 to chapter 4 and entered pursuant to its provisions, nonalcoholic, nesoi",2024,liters,179692.00,0.00,11340.00,0.00,13798.00,0.00,25894.00,0.00,109407.00,2948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029928,"Milk-based drinks, nonalcoholic, nesoi",2024,liters,2178124.00,1220767.00,1711353.00,1184558.00,1162345.00,1629320.00,1212531.00,974079.00,993772.00,854009.00,1315444.00,902120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029930,"Orange juice, fortified with vitamins or minerals not made from a juice having a degree of concentration of >=1.5",2024,liters,27942.00,6939.00,154345.00,21691.00,12231.00,12498.00,5927.00,6402.00,41791.00,88386.00,82527.00,154996.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029935,"Orange juice fortified with vitamins or minerals, nesoi",2024,liters,91994.00,421395.00,399987.00,348540.00,546242.00,457449.00,297606.00,378993.00,482194.00,478991.00,123479.00,134327.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029936,"Juice of any single fruit or vegetable (except orange juice) fortified with vitamins or minerals, in nonconcentrated form",2024,liters,8443307.00,8325238.00,9597431.00,12706986.00,9138787.00,6085447.00,5163006.00,6919714.00,8298905.00,12707837.00,8872591.00,7950995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029937,"Fruit or vegetable juices, fortified with vitamins or minerals, mixtures of juices in non-concentrated form",2024,liters,192112.00,112318.00,195029.00,591954.00,223156.00,67929.00,124114.00,188858.00,173794.00,89347.00,200185.00,99961.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22029991,"Nonalcoholic beverages, nesoi, excluding fruit or vegetable juices of heading 2009",2024,liters,62373973.00,64367069.00,68051089.00,70291992.00,73417818.00,75449370.00,96547741.00,84665953.00,79008502.00,72231241.00,71462309.00,68728778.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22030000,Beer made from malt,2024,liters,377463028.00,380814724.00,424663241.00,445052733.00,474257552.00,458405391.00,490672011.00,445984706.00,370127546.00,371982501.00,330880165.00,334402261.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22041000,"Sparkling wine, made from grapes",2024,liters,12316854.00,12120001.00,13560232.00,13638026.00,16794929.00,17193354.00,14752876.00,15272587.00,14968182.00,18669965.00,20218990.00,18213003.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042120,"Effervescent grape wine, in containers holding 2 liters or less",2024,liters,39618.00,24800.00,109387.00,46715.00,84222.00,93190.00,91998.00,119366.00,81845.00,58878.00,136932.00,125937.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042130,"Tokay wine (not carbonated) not over 14% alcohol, in containers not over 2 liters",2024,liters,0.00,0.00,0.00,0.00,4896.00,0.00,90.00,0.00,1512.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042150,"Wine other than Tokay (not carbonated), not over 14% alcohol, in containers not over 2 liters",2024,liters,48118348.00,43561447.00,54786153.00,59985228.00,57846350.00,55957126.00,51585634.00,55050043.00,48721786.00,46348012.00,51105526.00,50308847.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042160,"Marsala wine, over 14% vol. alcohol, in containers holding 2 liters or less",2024,liters,179321.00,52596.00,107026.00,84999.00,156753.00,79972.00,141896.00,96567.00,21069.00,82178.00,123598.00,25518.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042180,"Grape wine, other than Marsala, not sparkling or effervescent, over 14% vol. alcohol, in containers holding 2 liters or less",2024,liters,3468069.00,3559994.00,4243445.00,4298665.00,5761182.00,5460708.00,5483234.00,4731353.00,3784254.00,6199866.00,4583899.00,6208853.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042220,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume <=14% in containers holding over 2 liters but not over 4 liters",2024,liters,438737.00,571424.00,674592.00,648576.00,655567.00,461340.00,568213.00,675105.00,633736.00,537727.00,479790.00,491723.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042240,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume >14% in containers holding over 2 liters but not over 4 liters",2024,liters,5848.00,16164.00,16146.00,14996.00,1890.00,20839.00,38673.00,10238.00,30722.00,8284.00,10541.00,8224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042260,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume <=14% in containers holding over 4 liters but not over 10 liters",2024,liters,39412.00,34874.00,64436.00,76979.00,95729.00,46808.00,60748.00,44831.00,107802.00,55932.00,51342.00,50703.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042280,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume >14% in containerss holding over 4 liters but not over 10 liters",2024,liters,22195.00,121.00,48800.00,22158.00,155.00,33751.00,23812.00,24106.00,26799.00,26544.00,23980.00,22080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042961,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume <=14% in containers holding >10 liters",2024,liters,23786075.00,10219868.00,22173342.00,14482640.00,5338442.00,2889057.00,2925066.00,6684541.00,9126675.00,14220527.00,10914019.00,17873733.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22042981,"Wine of fresh grapes, other than sparkling wine, of an alcoholic strength by volume >14% in containers holding >10 liters",2024,liters,20159375.00,20480313.00,20886502.00,20661324.00,19043999.00,15340243.00,16275601.00,14855217.00,14394931.00,16155678.00,13204171.00,14262813.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22043000,"Grape must, nesoi, in fermentation or with fermentation arrested otherwise than by addition of alcohol",2024,liters,329.00,0.00,0.00,243.00,0.00,9913.00,0.00,0.00,230.00,3780.00,0.00,4010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22051030,Vermouth in containers holding 2 liters or less,2024,liters,652427.00,595362.00,547442.00,819548.00,810826.00,611618.00,708579.00,812117.00,549042.00,873799.00,674975.00,744293.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22051060,"Wine of fresh grapes flavored with plants or aromatic substances, other than vermouth, in containers holding 2 liters or less",2024,liters,1957509.00,1769500.00,3792012.00,2833473.00,3671898.00,2758015.00,2411775.00,4011131.00,1911654.00,2188604.00,3618818.00,2760369.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22059020,Vermouth in containers each holding over 2 liters but not over 4 liters,2024,liters,0.00,45.00,0.00,0.00,176.00,90.00,0.00,0.00,0.00,414.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22059040,Vermouth in containers each holding over 4 liters,2024,liters,0.00,56830.00,42503.00,131681.00,3000.00,600.00,73634.00,1900.00,31679.00,5.00,86934.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22059060,"Wine of fresh grapes flavored with plants or aromatic substances, other than vermouth, in containers holding over 2 liters",2024,liters,28800.00,60469.00,27666.00,17268.00,42567.00,11628.00,14244.00,4884.00,15629.00,6660.00,6906.00,20700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060015,"Cider, fermented, whether still or sparkling",2024,liters,188529.00,1023832.00,1539276.00,2253219.00,1339393.00,1988281.00,2010428.00,1612780.00,1901526.00,777506.00,601940.00,915152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060030,Prune wine,2024,liters,0.00,0.00,0.00,0.00,0.00,1300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060045,Rice wine or sake,2024,liters,926502.00,951880.00,818315.00,1328266.00,1090088.00,1022837.00,1118981.00,912578.00,989112.00,1124748.00,908552.00,942540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060060,"Effervescent wine, nesoi",2024,liters,263676.00,207973.00,463150.00,285692.00,340006.00,385194.00,164824.00,134325.00,348348.00,188641.00,238693.00,230414.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22060090,"Fermented beverages (other than grape wine, beer, cider, prune wine, sake, vermouth, or other effervescent wines)",2024,liters,10460997.00,14781970.00,14663261.00,14730454.00,15247968.00,12565925.00,14744971.00,13388001.00,10708277.00,14608921.00,12692446.00,11803914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22071030,"Undenatured ethyl alcohol of 80 percent vol. alcohol or higher, for beverage purposes",2024,proof liters,16183986.00,769133.00,1041850.00,15974499.00,2312335.00,17153280.00,3098563.00,1910262.00,15176475.00,2102035.00,14601089.00,3580746.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22071060,"Undenatured ethyl alcohol of 80 percent vol. alcohol or higher, for nonbeverage purposes",2024,liters,52132999.00,31415505.00,41117584.00,35563716.00,38201561.00,36702149.00,36189147.00,57062230.00,10771392.00,11787058.00,65555069.00,13063562.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22072000,"Ethyl alcohol and other spirits, denatured, of any strength",2024,liters,4637973.00,3882088.00,5605880.00,5414462.00,5772009.00,5065894.00,5024497.00,4322574.00,3764043.00,2474222.00,2930262.00,2135930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,22082010,Pisco and singani,2024,proof liters,23771.00,8051.00,5621.00,37424.00,6852.00,26231.00,17668.00,23191.00,26650.00,19035.00,6303.00,36169.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
