Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December,January_Suppressed,February_Suppressed,March_Suppressed,April_Suppressed,May_Suppressed,June_Suppressed,July_Suppressed,August_Suppressed,September_Suppressed,October_Suppressed,November_Suppressed,December_Suppressed
General First Unit of Quantity,38059050,"Terpenic oils, nesoi, produced by treatment of coniferous woods; crude dipentene; sulfite turpentine and other crude para-cymene",2023,kilograms,2040.00,0.00,0.00,5130.00,4440.00,0.00,6780.00,1440.00,4200.00,4350.00,8640.00,6170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38061000,Rosin and resin acids,2023,kilograms,1259095.00,1128861.00,1114938.00,1377078.00,1997585.00,1130677.00,1012519.00,777938.00,1103588.00,502492.00,1201005.00,214852.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38062000,Salts of rosin or of resin acids,2023,kilograms,130196.00,133540.00,27793.00,64571.00,51601.00,48200.00,67800.00,94800.00,32632.00,168675.00,120230.00,31900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38063000,Ester gums,2023,kilograms,1001053.00,1325711.00,815923.00,589472.00,988945.00,724180.00,912456.00,972086.00,1123491.00,1357427.00,1007591.00,928204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38069000,"Resin acids, derivatives of resin acids and rosin, rosin spirit and rosin oils, run gums, nesoi",2023,kilograms,427212.00,500663.00,586988.00,682700.00,1059710.00,812398.00,1154816.00,454959.00,777150.00,433638.00,524165.00,385616.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38070000,"Wood tar and its oils; wood creosote; wood naphtha; vegetable pitch; preparations based on rosin, resin acids or vegetable pitch",2023,kilograms,157145.00,148228.00,113120.00,98968.00,114661.00,92435.00,137585.00,122175.00,54881.00,58487.00,161756.00,137148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38085910,Pesticides containing any aromatic or modified aromatic specified in note 1 to chapter 38,2023,kilograms,58389.00,28893.00,22247.00,21296.00,32983.00,27266.00,24110.00,6520.00,18893.00,1615.00,1210.00,835.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38085940,Disinfectants specified in note 1 to chapter 38,2023,kilograms,140034.00,54315.00,9779.00,88092.00,114476.00,125816.00,37879.00,77311.00,0.00,37445.00,35229.00,34501.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38085950,"Pesticides, nesoi specified in note 1 to chapter 38",2023,kilograms,102443.00,146038.00,53634.00,37787.00,19228.00,14533.00,13328.00,41851.00,6854.00,2780.00,18248.00,26944.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38086110,"Pesticides containing any aromatic or modified aromatic, not exceeding 300g, specified in note 2 to chapter 38",2023,kilograms,0.00,0.00,0.00,0.00,0.00,10975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38086150,"Pesticides, nesoi , not exceeding 300g, specified in note 2 to chapter 38",2023,kilograms,0.00,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,1165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38086210,"Pesticides containing any aromatic or modified aromatic, >300g but <7.5kg, specified in note 2 to chapter 38",2023,kilograms,41342.00,0.00,55123.00,55123.00,0.00,3777.00,0.00,15360.00,3098.00,14287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38086250,"Pesticides, nesoi , >300g but <7.5kg, specified in note 2 to chapter 38",2023,kilograms,333.00,0.00,3000.00,127.00,649.00,0.00,0.00,0.00,0.00,0.00,13.00,81441.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38086910,"Pesticides containing any aromatic or modified aromatic, >7.5kg, specified in note 2 to chapter 38",2023,kilograms,0.00,0.00,0.00,0.00,137563.00,51663.00,15302.00,0.00,0.00,51030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38086950,"Pesticides, nesoi , >7.5kg, specified in note 2 to chapter 38",2023,kilograms,0.00,0.00,3744.00,0.00,0.00,0.00,0.00,315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089110,"Fly ribbons (ribbon fly catchers), put up in packings for retail sale",2023,kilograms,223911.00,171138.00,236610.00,268465.00,249272.00,209806.00,187013.00,235536.00,206087.00,257003.00,208442.00,128553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089115,"Mixtures of N-[[(chlorophenyl)amino]carbonyl]-2,6-difluorobenzamide and inert substances",2023,kilograms,9408.00,0.00,0.00,41224.00,25289.00,54593.00,45180.00,13726.00,16036.00,0.00,18000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089125,"Insecticides containing any aromatic or modified aromatic insecticide, nesoi",2023,kilograms,2576259.00,3385533.00,1740422.00,1617173.00,1174931.00,781763.00,1364258.00,1393302.00,1664337.00,1087659.00,1716212.00,2446361.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089130,"Insecticides, nesoi, containing an inorganic substance, put up for retail sale",2023,kilograms,145680.00,75672.00,159455.00,42987.00,136023.00,104242.00,158132.00,100199.00,123269.00,152253.00,89729.00,199051.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089150,"Insecticides, nesoi, for retail sale or as preparations or articles",2023,kilograms,2693854.00,1999730.00,2684736.00,1872963.00,2434349.00,1780224.00,1087081.00,580200.00,567471.00,844329.00,1055608.00,1662078.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089205,Mixtures of dinocap and application adjuvants,2023,kilograms,0.00,1000.00,0.00,0.00,0.00,0.00,930.00,0.00,0.00,0.00,0.00,1015.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089215,"Fungicides containing any aromatic or modified aromatic fungicide, nesoi",2023,kilograms,383605.00,624996.00,852517.00,402329.00,321159.00,432279.00,220920.00,282662.00,37895.00,44891.00,296865.00,336743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089224,Maneb; zinab; mancozeb; and metiram,2023,kilograms,1356519.00,425294.00,316121.00,190966.00,164044.00,444061.00,38062.00,68148.00,0.00,0.00,142606.00,617515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089228,"Fungicides containing any fungicide which is a thioamide, thiocarbamate, dithio carbamate, thiuram or isothiocyanate, nesoi",2023,kilograms,0.00,0.00,0.00,58785.00,0.00,0.00,200.00,19408.00,19408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089230,"Fungicides, nesoi, containing an inorganic substance, put up for retail sale",2023,kilograms,2872608.00,1354134.00,1617741.00,1238271.00,1688499.00,1685065.00,595318.00,610303.00,398426.00,1035669.00,1814067.00,1077762.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089250,"Fungicides nesoi, put up in forms or packing for retail sale or as preparations or articles",2023,kilograms,466465.00,626026.00,441896.00,753894.00,436005.00,164661.00,330606.00,252795.00,450220.00,455061.00,346617.00,632777.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089305,"Herbicides, antisprouting products and plant-growth regulators, aromatic or modified aromatic, for retail sale",2023,kilograms,462330.00,44926.00,106841.00,45789.00,61052.00,19680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089315,"Herbicides containing any aromatic or modified aromatic herbicide, antisprouting agent or plant-growth regulator, nesoi",2023,kilograms,7020109.00,6734007.00,6007068.00,4346228.00,2183210.00,1595441.00,1560567.00,2197630.00,3015481.00,3687981.00,2897423.00,3174463.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089320,"Herbicides, antisprouting products and plant-growth regulators, nesoi, containing an inorganic substance, for retail sale",2023,kilograms,464686.00,505391.00,457822.00,168406.00,87147.00,58332.00,24316.00,44325.00,19950.00,214103.00,486011.00,351108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089350,"Herbicides, antisprouting products and plant-growth regulators nesoi, put up for retail sale",2023,kilograms,3135336.00,3204588.00,2879449.00,940998.00,372424.00,308991.00,243764.00,609224.00,603703.00,1909456.00,927639.00,1213720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089410,"Disinfectants, containing any aromatic or modified aromatic disinfectant",2023,kilograms,782998.00,928553.00,820211.00,626679.00,533851.00,342248.00,444672.00,672281.00,971058.00,389075.00,333984.00,285714.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089450,"Disinfectants not subject to subheading note 1 of chapter 38,  nesoi",2023,kilograms,5790052.00,4722445.00,3529753.00,2273774.00,3349511.00,3911476.00,3511676.00,2673281.00,4435816.00,5658659.00,6307889.00,6587950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089904,"Mixtures of 1,1-bis(4-chlorophenyl)-2,2,2-trichloroethanol (Dicofol) and application adjuvants",2023,kilograms,0.00,226.00,226.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089908,"Rodenticides containing any aromatic or modified aromatic pesticide, nesoi",2023,kilograms,83511.00,66278.00,108768.00,110242.00,10760.00,10252.00,15562.00,26951.00,21561.00,13893.00,1659.00,32107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089930,"Formulated biocides based on 2-methyl-4-isothiazolin-3-one, or 2-n-octyl-4-isothiazolin-3-one, or on certain other chemicals; metaldehyde",2023,kilograms,1375996.00,1071271.00,1209367.00,1001512.00,870074.00,1429623.00,1577176.00,1044516.00,1174715.00,1465026.00,978018.00,1066598.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089970,Rodenticides containing an inorganic substance,2023,kilograms,54560.00,65387.00,52500.00,42192.00,54650.00,59940.00,61004.00,70260.00,28560.00,15050.00,15890.00,33990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38089995,"Rodenticides, nesoi",2023,kilograms,977958.00,1181275.00,891856.00,600135.00,508898.00,743999.00,1271868.00,1085775.00,1274434.00,1100293.00,847115.00,689830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38091000,"Finishing agents, dye carriers and like products, nesoi, with a basis of amylaceous substances",2023,kilograms,123260.00,117070.00,141933.00,68784.00,85541.00,64889.00,78994.00,1696866.00,1689171.00,2021387.00,2546221.00,1913080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38099100,"Finishing agents, dye carriers and like products, nesoi, used in the textile or like industries",2023,kilograms,9679149.00,8309336.00,9482019.00,8181801.00,9398584.00,10183657.00,10242516.00,8526958.00,7063889.00,7454938.00,7444155.00,6460601.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38099210,"Finishing agents, dye carriers and other preparations used in paper or like industries, 5% or more by wt. aromatic (mod.) substance(s)",2023,kilograms,6000.00,1427.00,32798.00,0.00,6215.00,0.00,4000.00,816.00,0.00,0.00,22266.00,40210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38099250,"Finishing agents, dye carriers and other preparations used in paper or like industries, < 5% by weight of aromatic (mod.) substance(s)",2023,kilograms,2814405.00,2336507.00,2378150.00,2305988.00,2743427.00,2410127.00,2421819.00,2169670.00,2282525.00,2460460.00,2517065.00,2232209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38099310,"Finishing agents, dye carriers and other preparations used in leather and like industries, > 5% by weight aromatic (mod.) substance(s)",2023,kilograms,2898.00,36403.00,18220.00,560.00,20144.00,56305.00,51573.00,18288.00,21760.00,1981.00,26711.00,16607.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38099350,"Finishing agents, dye carriers and other preparations used in leather and like industries, < 5% by weight aromatic (mod.) substance(s)",2023,kilograms,223073.00,126445.00,90656.00,264603.00,105056.00,137647.00,213496.00,279978.00,196168.00,165056.00,117156.00,141383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38101000,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials",2023,kilograms,211661.00,207271.00,249683.00,225886.00,161762.00,207315.00,157531.00,192486.00,142787.00,214589.00,226716.00,125256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38109010,"Preparations used for soldering or cores or coatings for welding electrodes or rods, 5% or more by weight aromatic (or mod.) substance(s)",2023,kilograms,48971.00,23879.00,32383.00,23479.00,119313.00,17527.00,40509.00,93612.00,8157.00,32519.00,11531.00,25868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38109020,"Preparations used for soldering or as cores or coatings for welding electrodes or rods, consisting wholly of inorganic substances",2023,kilograms,711821.00,386674.00,651129.00,845403.00,693898.00,585484.00,432379.00,726629.00,528399.00,632175.00,438252.00,934830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38109050,"Preparations used for soldering or as cores or coatings for welding electrodes or rods, nesoi",2023,kilograms,89336.00,103494.00,134937.00,116720.00,95161.00,226248.00,107993.00,181907.00,139141.00,109633.00,159215.00,93285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38111110,Antiknock preparations based on tetraethyl lead or on a mixture of tetraethyl lead and tetramethyl lead,2023,kilograms,240026.00,642031.00,800483.00,139100.00,68365.00,277440.00,0.00,1378098.00,1168742.00,0.00,0.00,1909179.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38111150,"Antiknock preparations based on lead compounds, nesoi",2023,kilograms,0.00,0.00,556.00,0.00,0.00,480.00,0.00,117787.00,0.00,480.00,177.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38111900,Antiknock preparations based on other than lead compounds,2023,kilograms,60444.00,1052.00,61116.00,5548.00,2304.00,9958.00,16360.00,20753.00,6943.00,73839.00,2257.00,21479.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38112100,Additives for lubricating oils containing petroleum oils or oils obtained from bituminous minerals,2023,kilograms,8714789.00,7579605.00,8306400.00,6751669.00,6548342.00,8208507.00,7681733.00,8269827.00,7449547.00,7580861.00,5917111.00,5941630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38112900,"Additives for lubricating oils, nesoi",2023,kilograms,2635101.00,3159067.00,3738446.00,3192569.00,2552380.00,2955565.00,2882428.00,3345343.00,2889522.00,3249662.00,2721039.00,2985201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38119000,"Prepared additives for mineral oils (incl. gasoline) or other liquids used for the same purposes as mineral oils, nesoi",2023,kilograms,2623680.00,4016086.00,1729692.00,7825243.00,1297859.00,3884190.00,5577627.00,2798017.00,2429092.00,2051745.00,2795621.00,2654637.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38121010,Prepared rubber accelerators containing any aromatic or modified aromatic rubber accelerator nesoi,2023,kilograms,125678.00,181282.00,242784.00,172305.00,257198.00,218042.00,188538.00,248280.00,201869.00,124169.00,252922.00,146192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38121050,Prepared rubber accelerators not containing any aromatic or modified aromatic rubber accelerator nesoi,2023,kilograms,280100.00,164265.00,171240.00,234442.00,318359.00,409803.00,388135.00,259477.00,328413.00,438777.00,300735.00,294546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38122010,Compound plasticizers for rubber or plastics containing any aromatic or modified aromatic plasticizer nesoi,2023,kilograms,1341369.00,1092908.00,1112088.00,712998.00,943582.00,503454.00,796758.00,761125.00,406760.00,985411.00,357180.00,530341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38122050,Compound plasticizers for rubber or plastics not containing any aromatic or modified aromatic plasticizer nesoi,2023,kilograms,538201.00,775789.00,1120694.00,1189695.00,935822.00,751545.00,670884.00,934876.00,540926.00,971998.00,992765.00,1047938.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38123100,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",2023,kilograms,1224250.00,1447148.00,1194665.00,933529.00,1823775.00,830661.00,589097.00,502862.00,561633.00,743265.00,738184.00,1535457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38123920,"Mixtures of N,N'-diaryl-p-phenylenediamines",2023,kilograms,58254.00,26170.00,23090.00,76340.00,18400.00,94749.00,45900.00,93679.00,64415.00,35625.00,43941.00,51206.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38123930,Master batches of poly[nitrilomethanetetraartlnitr,2023,kilograms,68135.00,31717.00,34275.00,36426.00,37799.00,28178.00,43000.00,67653.00,24540.00,36638.00,63194.00,44960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38123960,"Compound plasticizers for rubber/plastics cont any aromatic or modified aromatic antioxidant or other stabilizer, nesoi",2023,kilograms,1110641.00,902389.00,1448161.00,956065.00,1207331.00,915002.00,1168810.00,1259267.00,1190246.00,1321405.00,1313091.00,1268242.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38123970,"Bis(1,2,2,6,6-pentamethyl-4-piperidinyl) sebacate",2023,kilograms,12400.00,47400.00,94840.00,47008.00,72361.00,194900.00,86975.00,109800.00,72700.00,69250.00,85300.00,123600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38123990,"Antioxiding prep & oth compound stabilizers for rubber or plastics, nesoi",2023,kilograms,1822024.00,1912132.00,1650839.00,1750940.00,2172405.00,1734230.00,1935386.00,1968180.00,2317532.00,2495562.00,2355061.00,2658457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38130010,Preparations and charges for fire extinguishers; charged fire-extinguishing grenades; consisting wholly of inorganic substances,2023,kilograms,32024.00,18146.00,54611.00,4430.00,18331.00,34011.00,48234.00,93389.00,65040.00,65011.00,110161.00,112901.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38130050,Preparations and charges for fire extinguishers; charged fire-extinguishing grenades; nesoi,2023,kilograms,36130.00,51126.00,67946.00,109254.00,42725.00,50831.00,150549.00,62659.00,96943.00,79852.00,129122.00,53034.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38140010,"Organic composite solvents and thinners containing 5 to 25 percent, by weight of one or more aromatic substances",2023,kilograms,83862.00,67917.00,106261.00,43407.00,63734.00,55838.00,72441.00,75524.00,59892.00,72153.00,19218.00,40975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38140020,Organic composite solvents and thinners containing more than 25 percent by weight of one or more aromatic substances,2023,kilograms,62795.00,93938.00,174122.00,156473.00,25034.00,102518.00,101304.00,29123.00,28689.00,231833.00,218787.00,21269.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38140050,"Organic composite solvents and thinners, nesoi; prepared paint or varnish removers; nesoi",2023,kilograms,943000.00,924575.00,1086585.00,1306300.00,1048193.00,818143.00,899802.00,967566.00,915332.00,1036000.00,973694.00,1042114.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38151100,Supported catalysts with nickel or nickel compounds as the active substance,2023,kilograms,1138263.00,888541.00,948723.00,648123.00,881834.00,976547.00,539868.00,1406995.00,650300.00,577839.00,706398.00,547060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38151200,Supported catalysts with precious metal or precious metal compounds as the active substance,2023,kilograms,554474.00,537537.00,3118239.00,445358.00,591744.00,659499.00,736676.00,449457.00,599597.00,777821.00,886788.00,412171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38151900,Supported catalysts other than with nickel or precious metal or their compounds as the active substance,2023,kilograms,2144264.00,1233984.00,5101332.00,2617801.00,2169514.00,2242499.00,2255998.00,2718253.00,3519685.00,2456229.00,2664393.00,3046625.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38159010,"Reaction initiators, reaction accelerators and catalytic preparations, nesoi, consisting wholly of bismuth, of tungsten or of vanadium",2023,kilograms,66971.00,15304.00,28011.00,37556.00,124996.00,320327.00,5282.00,44080.00,3717.00,18943.00,10343.00,41803.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38159020,"Reaction initiators, reaction accelerators and catalytic preparations, nesoi, consisting wholly of mercury or of molybdenum",2023,kilograms,0.00,4400.00,0.00,0.00,301.00,1450.00,400.00,5502.00,0.00,1729.00,178.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38159030,"Reaction initiators, reaction accelerators and catalytic preparations, nesoi, consisting wholly of inorganic substances nesoi",2023,kilograms,2055627.00,2907639.00,2300501.00,2882256.00,2582217.00,2394016.00,1847024.00,1167751.00,953373.00,1443799.00,1002568.00,2106265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38159050,"Reaction initiators, reaction accelerators and catalytic preparations, nesoi",2023,kilograms,3404053.00,3076455.00,3226123.00,5010291.00,3523205.00,3619966.00,3055953.00,2642660.00,3310674.00,2109455.00,3383164.00,2216206.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38160010,Dolomite ramming mix,2023,metric tons,93.00,50.00,41.00,92.00,101.00,57.00,129.00,33.00,154.00,11.00,32.00,187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38160020,"Refractory cements, mortars, concretes and similar compositions, other than products of heading 3801, other than dolomite ramming mix",2023,kilograms,8766782.00,8320251.00,10616635.00,10665592.00,10586167.00,11437933.00,10540932.00,9182724.00,9307739.00,8309119.00,8967812.00,7954323.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38170010,"Mixed linear alkylbenzenes, other than those of heading 2707 or 2902",2023,kilograms,2695308.00,3811340.00,4390732.00,4050352.00,3016316.00,3392222.00,4980849.00,4889191.00,4316896.00,3772850.00,3757856.00,3548473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38170015,"Mixed alkylbenzenes, other than linear or those of heading 2707 or 2902",2023,kilograms,415407.00,470457.00,540221.00,1556785.00,387448.00,1412360.00,2035976.00,759966.00,595229.00,249715.00,234690.00,126528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38170020,"Mixed alkylnaphthalenes, other than those of heading 2707 or 2902",2023,kilograms,3295.00,0.00,543.00,0.00,0.00,3948.00,0.00,0.00,0.00,2620.00,7000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38180000,"Chemical elements doped for use in electronics, in the form of discs, wafers etc., chemical compounds doped for electronic use",2023,kilograms,215865.00,243899.00,261649.00,226702.00,206943.00,204842.00,199964.00,297015.00,242757.00,190731.00,151209.00,185445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,38190000,"Hydraulic brake fluids and transmission fluids cont. less than 70% by weight of petroleum oils, or bituminous mineral oils",2023,kilograms,525267.00,792781.00,1030953.00,1011293.00,1148238.00,796562.00,867719.00,892115.00,700102.00,508249.00,1260214.00,716783.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
